br0_x, br0_y, br0_z, br0_phi, br0_theta, br0_psi, br0_u, br0_v, br0_w, br0_p, br0_q, br0_r, br1_x, br1_y, br1_z, br1_phi, br1_theta, br1_psi, br1_u, br1_v, br1_w, br1_p, br1_q, br1_r
0.172,0.020,0.000,0.000,0.000,0.000,-0.028,0.000,0.000,0.000,0.000,0.000,0.172,1.020,0.000,0.000,0.000,0.000,-0.028,0.000,0.000,0.000,0.000,0.000
0.177,-0.011,0.000,0.000,0.000,0.000,-0.030,0.000,0.000,0.000,0.000,0.000,0.177,0.989,0.000,0.000,0.000,0.000,-0.030,0.000,0.000,0.000,0.000,0.000
0.182,-0.038,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000,0.182,0.962,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
0.187,-0.050,0.000,0.000,0.000,0.000,-0.035,0.000,0.000,0.000,0.000,0.000,0.187,0.950,0.000,0.000,0.000,0.000,-0.035,0.000,0.000,0.000,0.000,0.000
0.192,-0.042,0.000,0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.000,0.192,0.958,0.000,0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.000
0.197,-0.019,0.000,0.000,0.000,0.000,-0.039,0.000,0.000,0.000,0.000,0.000,0.197,0.981,0.000,0.000,0.000,0.000,-0.039,0.000,0.000,0.000,0.000,0.000
0.202,0.013,0.000,0.000,0.000,0.000,-0.041,0.000,0.000,0.000,0.000,0.000,0.202,1.013,0.000,0.000,0.000,0.000,-0.041,0.000,0.000,0.000,0.000,0.000
0.207,0.039,0.000,0.000,0.000,0.000,-0.043,0.000,0.000,0.000,0.000,0.000,0.207,1.039,0.000,0.000,0.000,0.000,-0.043,0.000,0.000,0.000,0.000,0.000
0.212,0.050,0.000,0.000,0.000,0.000,-0.044,0.000,0.000,0.000,0.000,0.000,0.212,1.050,0.000,0.000,0.000,0.000,-0.044,0.000,0.000,0.000,0.000,0.000
0.217,0.042,0.000,0.000,0.000,0.000,-0.046,0.000,0.000,0.000,0.000,0.000,0.217,1.042,0.000,0.000,0.000,0.000,-0.046,0.000,0.000,0.000,0.000,0.000
0.222,0.017,0.000,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,0.000,0.000,0.222,1.017,0.000,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,0.000,0.000
0.227,-0.014,0.000,0.000,0.000,0.000,-0.048,0.000,0.000,0.000,0.000,0.000,0.227,0.986,0.000,0.000,0.000,0.000,-0.048,0.000,0.000,0.000,0.000,0.000
0.232,-0.040,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000,0.232,0.960,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
0.237,-0.050,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000,0.237,0.950,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
0.242,-0.041,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000,0.242,0.959,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000
0.247,-0.016,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000,0.247,0.984,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000
0.253,0.016,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000,0.253,1.016,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000
0.258,0.041,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000,0.258,1.041,0.000,0.000,0.000,0.000,-0.050,0.000,0.000,0.000,0.000,0.000
0.263,0.050,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000,0.263,1.050,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
0.268,0.040,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000,0.268,1.040,0.000,0.000,0.000,0.000,-0.049,0.000,0.000,0.000,0.000,0.000
0.273,0.014,0.000,0.000,0.000,0.000,-0.048,0.000,0.000,0.000,0.000,0.000,0.273,1.014,0.000,0.000,0.000,0.000,-0.048,0.000,0.000,0.000,0.000,0.000
0.278,-0.017,0.000,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,0.000,0.000,0.278,0.983,0.000,0.000,0.000,0.000,-0.047,0.000,0.000,0.000,0.000,0.000
0.283,-0.042,0.000,0.000,0.000,0.000,-0.046,0.000,0.000,0.000,0.000,0.000,0.283,0.958,0.000,0.000,0.000,0.000,-0.046,0.000,0.000,0.000,0.000,0.000
0.288,-0.050,0.000,0.000,0.000,0.000,-0.044,0.000,0.000,0.000,0.000,0.000,0.288,0.950,0.000,0.000,0.000,0.000,-0.044,0.000,0.000,0.000,0.000,0.000
0.293,-0.039,0.000,0.000,0.000,0.000,-0.043,0.000,0.000,0.000,0.000,0.000,0.293,0.961,0.000,0.000,0.000,0.000,-0.043,0.000,0.000,0.000,0.000,0.000
0.298,-0.013,0.000,0.000,0.000,0.000,-0.041,0.000,0.000,0.000,0.000,0.000,0.298,0.987,0.000,0.000,0.000,0.000,-0.041,0.000,0.000,0.000,0.000,0.000
0.303,0.019,0.000,0.000,0.000,0.000,-0.039,0.000,0.000,0.000,0.000,0.000,0.303,1.019,0.000,0.000,0.000,0.000,-0.039,0.000,0.000,0.000,0.000,0.000
0.308,0.042,0.000,0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.000,0.308,1.042,0.000,0.000,0.000,0.000,-0.037,0.000,0.000,0.000,0.000,0.000
0.313,0.050,0.000,0.000,0.000,0.000,-0.035,0.000,0.000,0.000,0.000,0.000,0.313,1.050,0.000,0.000,0.000,0.000,-0.035,0.000,0.000,0.000,0.000,0.000
0.318,0.038,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000,0.318,1.038,0.000,0.000,0.000,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
0.323,0.011,0.000,0.000,0.000,0.000,-0.030,0.000,0.000,0.000,0.000,0.000,0.323,1.011,0.000,0.000,0.000,0.000,-0.030,0.000,0.000,0.000,0.000,0.000
0.328,-0.020,0.000,0.000,0.000,0.000,-0.028,0.000,0.000,0.000,0.000,0.000,0.328,0.980,0.000,0.000,0.000,0.000,-0.028,0.000,0.000,0.000,0.000,0.000
0.333,-0.043,0.000,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000,0.333,0.957,0.000,0.000,0.000,0.000,-0.025,0.000,0.000,0.000,0.000,0.000
0.338,-0.050,0.000,0.000,0.000,0.000,-0.022,0.000,0.000,0.000,0.000,0.000,0.338,0.950,0.000,0.000,0.000,0.000,-0.022,0.000,0.000,0.000,0.000,0.000
0.343,-0.037,0.000,0.000,0.000,0.000,-0.019,0.000,0.000,0.000,0.000,0.000,0.343,0.963,0.000,0.000,0.000,0.000,-0.019,0.000,0.000,0.000,0.000,0.000
0.348,-0.009,0.000,0.000,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000,0.348,0.991,0.000,0.000,0.000,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
0.354,0.021,0.000,0.000,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000,0.354,1.021,0.000,0.000,0.000,0.000,-0.013,0.000,0.000,0.000,0.000,0.000
0.359,0.044,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000,0.359,1.044,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,0.000
0.364,0.049,0.000,0.000,0.000,0.000,-0.007,0.000,0.000,0.000,0.000,0.000,0.364,1.049,0.000,0.000,0.000,0.000,-0.007,0.000,0.000,0.000,0.000,0.000
0.369,0.036,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,0.000,0.000,0.369,1.036,0.000,0.000,0.000,0.000,-0.004,0.000,0.000,0.000,0.000,0.000
0.374,0.008,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000,0.374,1.008,0.000,0.000,0.000,0.000,-0.001,0.000,0.000,0.000,0.000,0.000
0.379,-0.023,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.379,0.977,0.000,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000
0.384,-0.045,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000,0.384,0.955,0.000,0.000,0.000,0.000,0.006,0.000,0.000,0.000,0.000,0.000
0.389,-0.049,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000,0.389,0.951,0.000,0.000,0.000,0.000,0.009,0.000,0.000,0.000,0.000,0.000
0.394,-0.035,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000,0.394,0.965,0.000,0.000,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.000
0.399,-0.006,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000,0.399,0.994,0.000,0.000,0.000,0.000,0.015,0.000,0.000,0.000,0.000,0.000
0.404,0.024,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000,0.404,1.024,0.000,0.000,0.000,0.000,0.018,0.000,0.000,0.000,0.000,0.000
0.409,0.045,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000,0.409,1.045,0.000,0.000,0.000,0.000,0.021,0.000,0.000,0.000,0.000,0.000
0.414,0.049,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000,0.414,1.049,0.000,0.000,0.000,0.000,0.024,0.000,0.000,0.000,0.000,0.000
0.419,0.033,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.419,1.033,0.000,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000
0.424,0.005,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000,0.424,1.005,0.000,0.000,0.000,0.000,0.029,0.000,0.000,0.000,0.000,0.000
0.429,-0.026,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000,0.429,0.974,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.000,0.000,0.000
0.434,-0.046,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000,0.434,0.954,0.000,0.000,0.000,0.000,0.034,0.000,0.000,0.000,0.000,0.000
0.439,-0.049,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000,0.439,0.951,0.000,0.000,0.000,0.000,0.036,0.000,0.000,0.000,0.000,0.000
0.444,-0.032,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000,0.444,0.968,0.000,0.000,0.000,0.000,0.038,0.000,0.000,0.000,0.000,0.000
0.449,-0.003,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000,0.449,0.997,0.000,0.000,0.000,0.000,0.040,0.000,0.000,0.000,0.000,0.000
0.455,0.027,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.455,1.027,0.000,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000
0.460,0.047,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000,0.460,1.047,0.000,0.000,0.000,0.000,0.044,0.000,0.000,0.000,0.000,0.000
0.465,0.048,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000,0.465,1.048,0.000,0.000,0.000,0.000,0.045,0.000,0.000,0.000,0.000,0.000
0.470,0.031,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000,0.470,1.031,0.000,0.000,0.000,0.000,0.046,0.000,0.000,0.000,0.000,0.000
0.475,0.002,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.475,1.002,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000
0.480,-0.028,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000,0.480,0.972,0.000,0.000,0.000,0.000,0.048,0.000,0.000,0.000,0.000,0.000
0.485,-0.047,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000,0.485,0.953,0.000,0.000,0.000,0.000,0.049,0.000,0.000,0.000,0.000,0.000
0.490,-0.048,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.490,0.952,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.495,-0.030,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.495,0.970,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
0.500,-0.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000,0.500,1.000,0.000,0.000,0.000,0.000,0.050,0.000,0.000,0.000,0.000,0.000
