br0_x, br0_y, br0_z, br0_phi, br0_theta, br0_psi, br0_u, br0_v, br0_w, br0_p, br0_q, br0_r, br1_x, br1_y, br1_z, br1_phi, br1_theta, br1_psi, br1_u, br1_v, br1_w, br1_p, br1_q, br1_r
0.221,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.221,1.000,0.869,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.224,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.224,1.000,0.874,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.227,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.227,1.000,0.879,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.230,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.230,1.000,0.884,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.233,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.233,1.000,0.889,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.236,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.236,1.000,0.894,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.239,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.239,1.000,0.899,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.242,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.242,1.000,0.904,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.245,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.245,1.000,0.909,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.248,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.248,1.000,0.914,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.252,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.252,1.000,0.919,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.255,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.255,1.000,0.924,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.258,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.258,1.000,0.929,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.261,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.261,1.000,0.934,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.264,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.264,1.000,0.939,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.267,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.267,1.000,0.944,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.270,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.270,1.000,0.949,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.273,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.273,1.000,0.955,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.276,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.276,1.000,0.960,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.279,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.279,1.000,0.965,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.282,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.282,1.000,0.970,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.285,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.285,1.000,0.975,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.288,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.288,1.000,0.980,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.291,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.291,1.000,0.985,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.294,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.294,1.000,0.990,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.297,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.297,1.000,0.995,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
0.300,0.000,0.500,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.300,1.000,1.000,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000
